,Alameda,Alpine,Amador,Butte,Calaveras,Colusa ,Contra Costa,Del Norte,El Dorado,Fresno,Glenn,Humboldt,Imperial,Inyo,Kern,Kings,Lake,Lassen,Los Angeles,Madera,Marin,Mariposa,Mendocino ,Merced,Modoc,Mono,Monterey,Napa,Nevada,Orange,Placer,Plumas ,Riverside,Sacramento ,San Benito,San Bernardino,San Diego,San Francisco,San Joaquin,San Luis Obispo,San Mateo,Santa Barbara,Santa Clara,Santa Cruz,Shasta ,Sierra,Siskiyou,Solano,Sonoma,Stanislaus,Sutter,Tehama,Trinity,Tulare,Tuolumne,Ventura,Yolo,Yuba
Drinking Water Contaminants value,188.72075877710947,,521.389957882108,329.86968361162155,401.16238134565936,323.93578456430276,230.20947966669365,381.8956552238342,315.76777965715206,712.9845711554619,395.30109776741534,219.73792519445726,433.3683210261602,427.5592677310681,688.9738224167069,503.65051691354097,418.5617630665628,327.2614345464135,604.0395007916043,637.44675503926,202.55985854620138,482.3646925315521,271.4326682002669,699.9248779176461,351.32665626609247,503.8123707394487,504.248508911845,470.7837558205383,394.35796886837244,430.61027388969467,205.4431519604247,349.35175019816137,484.6169451713917,411.38846589095766,508.3880789570574,604.7514277494271,347.48314357709023,259.8665637605649,660.8540476242047,538.827590421013,366.27305135510414,351.790501502846,342.7213433724109,370.43788394640177,311.3639253052316,564.868557,319.42829214485215,324.75509450372215,331.26167956738914,866.4170773221152,564.9273047824137,384.9637442021107,249.56968789447674,710.6368385054229,565.5501853240372,533.0771089564171,377.84483824047527,518.787044932497
Drinking Water Contaminants rank,1,,0.25,0.75,0.5,0.8035714285714286,0.9285714285714286,0.5714285714285714,0.8392857142857143,0.017857142857142856,0.5178571428571429,0.9464285714285714,0.4107142857142857,0.44642857142857145,0.07142857142857142,0.3392857142857143,0.4642857142857143,0.7678571428571429,0.14285714285714285,0.10714285714285714,0.9821428571428571,0.375,0.875,0.05357142857142857,0.6607142857142857,0.32142857142857145,0.30357142857142855,0.39285714285714285,0.5357142857142857,0.42857142857142855,0.9642857142857143,0.6785714285714286,0.35714285714285715,0.48214285714285715,0.2857142857142857,0.125,0.6964285714285714,0.8928571428571429,0.08928571428571429,0.21428571428571427,0.625,0.6428571428571429,0.7142857142857143,0.6071428571428571,0.8571428571428571,0.19642857142857142,0.8214285714285714,0.7857142857142857,0.7321428571428571,0,0.17857142857142858,0.5535714285714286,0.9107142857142857,0.03571428571428571,0.16071428571428573,0.23214285714285715,0.5892857142857143,0.26785714285714285
Park Access value,0.9317428114653247,,0.3695220360024852,0.6194045454545227,0.4216895948565245,0.6781362341846029,0.822041814861454,0.49579615963578194,0.6576732810849807,0.6006691362277544,0.3619586089182833,0.6152736886378635,0.7882620841551062,0.9973579208454653,0.6419154536798537,0.5636673336258863,0.396814350885326,0.6234408693078508,0.7438630817021024,0.43448280769664566,0.978950741733831,0.32932093136361457,0.43945310276518423,0.6593212799710104,0.39092744329651996,0.9809181805379511,0.8039199553201594,0.7511733916086055,0.45241180997125163,0.8760797631893011,0.7575803954579197,0.645571109281261,0.5950592465731191,0.9028426752374085,0.5233856230436724,0.6015377663913279,0.8178964310151501,0.9907423506498846,0.8151029795393638,0.6161654180021587,0.8908638167390706,0.828537111720886,0.8726804103235763,0.8148158383008959,0.43664583202999,0.8765432098765432,0.5449360817766347,0.8756751674464807,0.7547976969401241,0.8335144318334098,0.6652142182536223,0.2544159589051894,0.9478573101241112,0.5969742119823013,0.5740222114920325,0.8635017053560993,0.910935888819915,0.6733836878941262
Park Access rank,0.9107142857142857,,0.05357142857142857,0.39285714285714285,0.10714285714285714,0.5357142857142857,0.7142857142857143,0.19642857142857142,0.4642857142857143,0.32142857142857145,0.03571428571428571,0.35714285714285715,0.625,1,0.42857142857142855,0.25,0.08928571428571429,0.4107142857142857,0.5535714285714286,0.125,0.9464285714285714,0.017857142857142856,0.16071428571428573,0.48214285714285715,0.07142857142857142,0.9642857142857143,0.6428571428571429,0.5714285714285714,0.17857142857142858,0.8214285714285714,0.6071428571428571,0.44642857142857145,0.2857142857142857,0.875,0.21428571428571427,0.3392857142857143,0.6964285714285714,0.9821428571428571,0.6785714285714286,0.375,0.8571428571428571,0.7321428571428571,0.7857142857142857,0.6607142857142857,0.14285714285714285,0.8392857142857143,0.23214285714285715,0.8035714285714286,0.5892857142857143,0.75,0.5,0,0.9285714285714286,0.30357142857142855,0.26785714285714285,0.7678571428571429,0.8928571428571429,0.5178571428571429
Poverty Pctl,34.59090143454704,67.4497487437186,43.5245672808487,64.64700955759191,48.8241206030151,63.82160804020102,32.06424635253562,77.2505384063173,33.80533620483368,68.827597583879,68.74581239530988,69.16959798994975,74.51800670016752,46.69597989949748,71.505401155437,68.74723618090451,71.322445561139,58.781407035175874,56.256515767558135,67.97684072536596,24.056160431788566,63.34798994974875,68.06783919597989,75.5332786380884,75.37374371859298,49.66917922948073,54.06728084868789,35.84202261306532,45.20037688442213,39.09097210188875,31.45324838478105,49.48133524766691,57.109438545276326,53.94834139049676,42.850616719963455,61.84844522339222,45.49120400715326,34.611789517535854,64.00527818950866,44.7253092385002,22.844591547480995,50.418616068850014,26.99606905495218,45.83470235794356,59.11405988274705,56.570351758794,73.07250538406318,41.46784454185824,38.18816303740927,65.59994119533842,62.52931323283081,74.2941982640475,71.51256281407036,79.11254992913287,49.40577889447236,39.204306415799934,57.45863463659762,64.07124910265613
Unemployment Pctl,38.27801740165092,93.2977615825091,59.89791196714673,66.78569104633004,68.32216293597084,32.18375845913586,42.614685551938365,67.4834535584145,48.113914246898844,69.78143095574146,43.10905778240501,66.99170818769986,91.19087900646981,24.57313899010935,74.17087005690286,64.6283185840708,66.3444702096446,51.254926749460864,52.05284500012965,73.53251034927246,26.538465464270043,69.48984903695991,66.65365261148708,83.86690959569667,51.43154606975534,0.0780843310775638,38.4341367746934,34.790659626682526,41.335531262652566,37.98477355543983,35.708184557632116,52.17985424258199,63.081365083592665,53.43575351808998,59.96166769201645,63.814823964684116,50.01926422641717,32.66422330711763,67.62920012007127,28.74432959024318,26.167583358448166,46.60750894917128,33.39303159741288,42.00830774787792,46.94169703279542,48.2561166059344,70.8284947743563,50.69857054814603,33.95682073481466,73.71263211459386,69.967464862051,66.47697695329137,85.25507548152002,69.322054485511,42.73945861530454,43.27917007510966,53.94293336803747,64.00684167472296
Education Pctl,38.913197974624126,37.2817008352316,35.775752973930636,41.141979444270746,39.479878511769165,75.59098962288029,34.419515275719775,62.450735799255156,25.42837256390786,63.65425962996193,70.99679406057538,37.701003965240865,75.30637404985264,43.97199021344807,65.9278144019202,69.26938327849491,50.95418881295874,36.65035574678703,58.133929932046186,68.76850109493469,21.471357462245837,39.73677549987345,47.6828650974437,78.26848279174997,53.89141989369777,42.64743103011893,61.51023110020836,47.91065553024551,21.84856598595959,42.46671111358041,21.842417171324335,18.841522941750732,56.347946081142055,42.01524049351386,60.140125629875065,59.968238640740445,41.343002671252755,38.56926671092612,64.758944552786,32.155919821737854,32.91130869277685,50.34183280064512,39.08410372071346,37.31285166364893,35.5999008689783,32.6246519868388,43.74299454026105,41.70749577055778,38.44391779091857,65.21632013441253,64.96366200238637,54.666252502243395,31.04277398127055,74.68297542329435,39.57571155748835,43.96370329434987,37.89989875980764,58.847669667715245
PM2.5 Pctl,31.870669985480188,0.074673304293715,18.93106547742516,23.00767475627463,22.614810205351585,13.309271935283135,31.01990386262998,2.9300382256200583,8.913977538744188,91.392744681716,11.976768305330841,3.537855216760009,37.75779352429894,0.6409458618543877,81.0872960598705,90.16386641775564,0.3758556316116987,1.1339279540897464,71.22578050946015,70.78109358513026,19.680941336199584,21.742377100186676,5.73615432482887,73.07443201300437,0.6969508400746725,0.15349512549263641,2.0282232972680005,34.969508400746726,8.12445550715619,64.96878989472606,12.245977420215135,13.138945684060804,49.664725655280186,30.86437686855028,1.1019969451830067,62.5763301814723,43.12061763278481,26.999888309160227,53.18655343304698,9.751206396543424,20.379074035172557,11.08213364284067,19.4835765568648,3.642477621942464,24.503992947521265,4.66708151835719,0.2444661747710907,25.55680875337066,8.562161754445514,61.09759165353704,37.18315702136489,7.314589579679812,0.4231487243310517,92.50969316930737,17.480341686937834,36.197272769782515,30.99852778241535,21.12810027558005
Ozone,0.03390682205555547,0.05022962,0.052270636666666676,0.05092477470588237,0.05475677999999999,0.04486918,0.03793315946859902,0.02868619571428572,0.05488997952380952,0.06036496316582919,0.045572181666666656,0.02915137466666666,0.047820875806451626,0.044837060000000005,0.06337272642384109,0.0593811262962963,0.03846763266666666,0.04831724555555555,0.051686340328638,0.05761993391304347,0.03288493890909091,0.05693823,0.03664842599999999,0.05536204265306124,0.047239045,0.045912876666666665,0.03606802827956989,0.03860412400000001,0.056651095,0.04797601352233684,0.05265085142857143,0.053222552857142856,0.06307446830022091,0.048059021608832776,0.04059977,0.06605394333333339,0.045580678612440285,0.031076522256410298,0.04719974690647483,0.0395812066037736,0.033584912229299387,0.03759331775280899,0.03984538596774189,0.037354392307692295,0.04673337895833332,0.05386812,0.04360454000000001,0.04013986937499999,0.034299716868686866,0.053890706808510616,0.047479141428571424,0.04920014181818182,0.04334502,0.06247597641025642,0.05613549727272727,0.04648333826589593,0.04629472048780488,0.0477104357142857
Drinking Water Pctl,10.634479552613694,71.7372299238167,60.79125209885794,28.509857795997114,41.15399025852377,24.266267016360676,14.344513767844452,34.24503559385538,26.765270864184316,80.7578091392254,45.39777694517295,15.839473793763794,47.12247750959846,45.24998959243993,75.3964453288802,58.21204522965482,45.802422879980014,32.066386356382594,68.79737967885141,74.39903128241049,10.742418565573308,54.07351900420466,19.46858998376421,78.20019727636277,26.642312976145874,62.753424087256974,54.47196069030998,53.41295116772826,39.66779068315225,46.03989121202794,14.77695112015082,32.960445324626676,50.10684941142138,40.429765910664145,60.5277200631266,67.24808727146356,33.23862786196265,15.412347529245173,68.26293180517406,59.77057810265074,35.73832573917178,32.60537833992959,32.54702538504608,36.08020866357323,27.82591274301654,66.1795928562508,20.643544041820558,27.596905339406955,29.981215931009867,94.54426844596092,64.79271113965756,41.93943935420143,17.402273011115263,77.24827314561296,59.669380201414675,59.36979997993087,38.44014536061432,59.768238505593324
Groundwater Threats Pctl,66.68276237386314,35.0157728706625,46.97179331082703,33.12107509449074,28.920803586252696,64.14411422878966,42.842373157325234,44.50084201038877,25.806630140018818,27.540158037406034,72.97304776135925,63.363218772483265,45.370702629168825,21.445569760363053,28.6714393940227,47.41638533768701,32.38031988488572,61.44593871640195,38.208896059202125,47.13092565455609,34.906494800235464,29.79412253030053,72.81670263988045,64.61862181365989,55.10127843267472,32.154518789086296,33.24406977553787,43.26083347169185,28.10642536941723,28.26399146912778,31.809215467691306,35.58976305116103,14.137234786885749,35.59457411154193,32.28382110998747,16.221377222903893,36.77127099971106,31.109209568449156,51.96435247617945,33.16406604870011,58.661119635875664,54.3431825940636,54.23685013898334,51.05141828120411,29.812455033482763,56.5498920803586,64.17186499371458,38.82028612540818,61.21399953377376,40.63059689629471,48.833440067044585,40.844942870511524,70.43665947202388,41.857707846417796,49.0226857651729,31.284795566897248,44.122732776389704,53.37515713574154
Haz. Waste Pctl,54.85311419957351,74.7319655857048,60.89859548496213,39.98909954451667,10.451356717405698,37.117140966247504,49.17401215562529,34.227096530207056,25.787400334058173,41.45951464802505,42.709022722259,39.969556585043016,44.77402275784036,37.59541142731084,49.82858595465484,34.952570041914846,5.788660930950817,24.513567174056913,52.026829569358064,35.53304750669007,38.66963479935021,11.129494815795283,41.88550628722701,24.02544604870407,4.609530112508282,46.42400176483563,34.542672729731066,34.570152217074785,28.059563203176715,52.293012751847264,39.52475497147897,22.592417509690844,37.587083974328046,42.50779248706123,57.40689489200407,43.82757699185199,44.938373247962595,67.66210185138043,39.94048440929588,45.8626674824869,54.36590270078872,53.673212918002086,53.95703906122121,48.09321386753549,31.78937789543348,16.6379880873594,19.0583341212064,49.83702845797484,39.106084003502914,36.80597603390736,36.88254388452932,25.095962938451354,16.672402382528126,39.93636409917019,26.8912821129896,43.875548482611194,49.544640118803564,46.3978443793136
Tox. Release Pctl,48.276652496457466,3.85096274068517,14.378594648662167,4.451848256181692,11.057764441110274,8.10452613153289,57.857821943408545,3.0543350123245103,10.363305111992284,64.28780561974665,7.768608818871378,9.659914978744684,22.81134799828989,4.053096607485203,24.463317816209027,43.40205421725801,0.4517796115695585,4.313578394598652,76.95144016477876,58.27924372397448,40.446475255177425,5.443027423522548,0.0,16.97618282121552,1.9661165291322837,2.4172709844127698,4.358750978067098,46.03650912728181,13.168292073018256,79.29203091150802,15.120595625096755,6.615939699210523,34.71612936346669,22.43786498675142,11.199390756780103,49.301315843866135,32.0830606375677,44.51138425632047,35.69219643040257,14.698957758307506,31.877635013849005,12.056525367296878,32.13928482120531,14.420912920537829,4.850431357839459,51.5378844711178,5.942557067838384,56.313166833375,8.999598384444592,39.79877948210458,9.31066099858297,3.561117552115302,1.192798199549888,47.34965792730235,4.6966287026302025,31.572343953040303,41.675967772430916,7.193762726395891
Diesel PM Pctl,66.35729101846093,1.02053515868077,4.177556523542835,33.10028429542321,3.07778469197262,10.61107654013691,48.61352356387662,11.087207751800163,13.5846149287344,44.758015341173845,22.466293300145196,15.751503837378133,29.752494128510346,4.536403235843186,38.985481564512874,28.47910760791906,11.907902924704427,8.002489110143124,59.466902298177274,29.432104109737285,26.971544945409295,0.4874507363617506,13.04853764779092,40.780259832620054,3.419415059116365,2.2858328147687206,31.905708225438428,35.918170504044824,12.334785314250158,51.161028746655994,34.9294752126115,3.230509378611433,41.43876610469371,45.54906668184738,35.0987158454489,46.20570910127277,49.519754582473645,81.57943612081759,50.03478486656849,23.42440502048819,51.44229664009768,38.86871342371507,56.823808472342066,36.719640036379296,28.85293507571043,0.920970752955818,6.707262867810473,43.54257415473969,34.872307392531404,51.13916508890626,42.61534358609654,20.009051309611348,0.6571250777846913,36.17857769693487,7.706058720371107,37.457726492836635,40.97985945634192,26.74104364832429
